cls,0.3,0.4,0.5,0.6,0.7,0.8,0.9
Analysis,48.3,48.3,48.3,48.3,37.0,18.3,0.0
Backdoor,26.9,26.9,26.9,26.9,23.2,4.0,0.0
DoS,37.8,37.8,37.8,37.8,35.5,20.2,0.3
Exploits,65.1,65.1,65.1,64.8,62.0,47.7,0.0
Fuzzers,80.4,80.4,78.1,71.9,50.8,10.2,0.5
Generic,84.4,84.4,84.4,84.4,84.2,80.9,64.8
Normal,98.6,98.6,98.6,98.8,99.3,99.7,100.0
Reconnaissance,83.7,83.7,83.7,83.7,31.6,0.0,0.0
Shellcode,95.6,95.6,95.6,95.1,4.9,0.0,0.0
Worms,68.0,68.0,68.0,68.0,68.0,16.0,0.0
